appid,title,price_usd,is_free,coming_soon,early_access,release_date,genres,categories,review_count,dlc_count,required_age,windows,mac,linux,supported_languages,achievements,developer,publisher,short_desc,review_polarization,success,owners_estimate
1521970,Goblin Stone,24.99,False,False,False,"Mar 12, 2024",Indie;RPG;Strategy,Single-player;Steam Achievements;Steam Cloud;Family Sharing,753,0,0.0,True,True,False,2,36,Orc Chop Games,Orc Chop Games,Goblins have been hunted to extinction by cruel adventurers. Embark on a heartwarming adventure to rebuild their lair and help them thrive in this award-winning turn-based RPG where every decision counts.,0.9058355437665784,0,"100,000 .. 200,000"
510390,Unknown Fate,9.99,False,False,False,"Sep 6, 2018",Adventure;Indie,Single-player;Full controller support;Tracked Controller Support;VR Supported;Remote Play on TV;Family Sharing,66,0,0.0,True,False,False,6,24,Marslit Games,Fulqrum Publishing,Unknown Fate is an enigmatic story-driven action adventure set in a surreal world full of mind-twisting puzzles and bizarre creatures,0.6716417910447761,0,"0 .. 20,000"
99300,Renegade Ops,15.0,False,False,False,"Oct 26, 2011",Action,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards;Remote Play on TV;Remote Play Together;Family Sharing,2786,2,0.0,True,False,False,5,16,Avalanche Studios,SEGA,"Blast your way through enemy lines to defeat Inferno, a madman intent on global domination. Destruction just got awesome.",0.2960172228202368,0,"500,000 .. 1,000,000"
204030,Fable - The Lost Chapters,9.99,False,False,False,"Dec 19, 2011",Action;Adventure;RPG,Single-player;Family Sharing,7738,0,17.0,True,False,False,8,0,Lionhead Studios,Xbox Game Studios,"Each person you aid, each flower you crush, and each creature you slay will change this world forever. Fable: Who will you be?",0.1515699702803979,1,"500,000 .. 1,000,000"
494170,Miniature Garden,19.99,False,False,False,"Mar 30, 2017",Adventure;Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Family Sharing,85,0,0.0,True,False,False,1,8,Muzintou,Fruitbat Factory,Miniature Garden is a Japanese mystery visual novel with multiple endings and art by Korie Riko (Lump of Sugar).,0.5,0,"0 .. 20,000"
1413480,Shin Megami Tensei III Nocturne HD Remaster,49.99,False,False,False,"May 20, 2021",RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,4483,5,17.0,True,False,False,8,37,ATLUS,SEGA,"Reawaken your inner demon in a modernized version of the acclaimed ATLUS classic, Shin Megami Tensei III Nocturne HD Remaster.",0.2495539696699376,1,"100,000 .. 200,000"
378540,The Surge,14.99,False,False,False,"May 15, 2017",Action;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Family Sharing,10951,5,17.0,True,False,False,11,67,Deck13,Focus Entertainment,"Welcome to CREO, the megacorporation saving the world! A catastrophic event has knocked you out during the first day on the job… you wake up equipped with a heavy-grade exoskeleton, in a destroyed section of the complex.",0.495891161431702,0,"1,000,000 .. 2,000,000"
41000,Serious Sam HD: The First Encounter,14.99,False,False,False,"Nov 24, 2009",Action;Indie,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards;Remote Play Together;Family Sharing,8191,0,17.0,True,False,False,6,35,Croteam,Devolver Digital,Serious Sam HD: The First Encounter is a visually upgraded and fully Steam supported remake version of the original high-adrenaline single-play and 16-player co-operative arcade-action FPS which was Gamespot's Game of the Year 2001 and which scored overall of 87% on Metacritic!,0.1317138671875,0,"1,000,000 .. 2,000,000"
717640,Reigns: Her Majesty,2.99,False,False,False,"Dec 6, 2017",Casual;Indie;Simulation,Single-player;Steam Achievements;Partial Controller Support;Family Sharing,1260,2,0.0,True,True,True,11,13,Nerial,Devolver Digital,Reigns: Her Majesty is the revolutionary follow-up to the smash swipe ‘em up hit Reigns.,0.3354480570975416,1,"100,000 .. 200,000"
1129580,Medieval Dynasty,34.99,False,False,False,"Sep 23, 2021",Action;Adventure;Indie;RPG;Simulation,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Camera Comfort;Custom Volume Controls;Adjustable Difficulty;Playable without Timed Input;Save Anytime;Stereo Sound;Surround Sound;Steam Cloud;Family Sharing,45166,7,0.0,True,False,False,18,44,Render Cube,Toplitz Productions,"Hunt, survive, build and lead in the harsh Middle Ages: Create your own Medieval Dynasty and ensure its long-lasting prosperity or die trying! Play alone or team up with friends to enjoy the ultimate medieval experience.",0.184847344300042,0,"1,000,000 .. 2,000,000"
262960,Castle In The Darkness,9.99,False,False,False,"Feb 5, 2015",Action;Adventure;Indie;RPG,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Family Sharing,1251,0,0.0,True,False,False,1,11,Matt Kap,"Nicalis, Inc.","Castle In The Darkness is a fun and challenging shout out to the early days of video games! It's an action exploration platformer with some RPG elements, much like games from the Castlevania or Metroid series. It's super fast-paced, challenging, and full of secrets!",0.4672523961661342,0,"50,000 .. 100,000"
42960,Victoria II,19.99,False,False,False,"Aug 30, 2010",Strategy,Single-player;Multi-player;Steam Trading Cards;Family Sharing,19477,10,0.0,True,False,False,3,0,Paradox Development Studio,Paradox Interactive,"Carefully guide your nation from the era of absolute monarchies in the early 19th century, through expansion and colonization, to finally become a truly great power by the dawn of the 20th century. Victoria II is a grand strategy game played during the colonial era of the 19th century, where the player takes control of a country, guiding...",0.1568436184413184,1,"1,000,000 .. 2,000,000"
1324530,"Warhammer 40,000: Shootas, Blood & Teef",19.99,False,False,False,"Oct 20, 2022",Action;Adventure,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Remote Play Together;Family Sharing,2687,1,0.0,True,True,False,14,41,Rogueside,Rogueside,"From the developers of the Guns, Gore and Cannoli franchise comes a new 2D run &amp; gun platformer: Warhammer 40,000: Shootas, Blood &amp; TEEF! Spearhead an Ork invasion, destroy the hive city and kill your warboss! ‘Ere we go!",0.2526041666666666,1,"100,000 .. 200,000"
2052040,Golden Lap,14.99,False,False,False,"Sep 26, 2024",Casual;Indie;Racing;Simulation;Sports;Strategy,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Family Sharing,439,0,0.0,True,True,False,8,44,Funselektor Labs Inc.,Funselektor Labs Inc.,"Step into the polished shoes of a racing team manager in the heart-stirring Golden Era of motorsport where every decision can lead to glory or gravel. With sleek minimalist charm and deep strategic gameplay, Golden Lap offers a unique experience in the motorsport management genre.",0.2704545454545455,1,"0 .. 20,000"
779290,Stygian: Reign of the Old Ones,19.99,False,False,False,"Sep 26, 2019",Indie;RPG,Single-player;Steam Achievements;Steam Trading Cards;Family Sharing,2438,1,0.0,True,True,True,7,98,Cultic Games,Fulqrum Publishing,"Delve into a role-playing game of horror, loss and madness set in the strange worlds of HP Lovecraft. Stygian: Reign of the Old Ones offers a mix of rich role-playing and turn-based tactical combat, represented in an illustrative visual style. Can you find salvation in a dead world?",0.6719967199671997,0,"200,000 .. 500,000"
57900,Duke Nukem Forever,19.99,False,False,False,"Jun 13, 2011",Action,Single-player;Multi-player;Steam Achievements;Custom Volume Controls;Adjustable Difficulty;Save Anytime;Subtitle Options;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Family Sharing,10992,2,17.0,True,True,False,5,62,Gearbox Software,2K,"The King arrives with an arsenal of over-the-top weapons, giant explosions and pure unadulterated fun!",0.6197580278358956,0,"1,000,000 .. 2,000,000"
1234180,Moons Of Darsalon,19.67,False,False,False,"Apr 19, 2023",Action;Adventure;Indie;Strategy,Single-player;Full controller support;Family Sharing,166,1,0.0,True,True,False,6,16,Dr. Kucho! Games,Dr. Kucho! Games,"Retro action &quot;save-them-all&quot; platformer including advanced physics combined with an unique retro feel. Complete rescue missions leading your colleagues to the closest base station. Fight enemies using your laser gun, jet pack, destroy terrain and even make new paths with the ground maker.",0.3532934131736527,0,"0 .. 20,000"
223630,AirBuccaneers,0.0,True,False,False,,Action;Free To Play;Indie;RPG;Strategy,Multi-player;Steam Trading Cards,682,0,0.0,True,False,False,3,0,LudoCraft Ltd.,LudoCraft Ltd.,"Welcome to the ancient North, once the cradle of culture and peace, but is now corrupted by magic and inhabited by nasty bandits sowing destruction in airships.Choose to be a vicious Buccaneer or an infamous Viking and take a glider to the skies. Your goal is to drop enemy vessels and secure dominance of the ancient North.",0.780380673499268,0,"50,000 .. 100,000"
584980,Late Shift,14.99,False,False,False,"Apr 18, 2017",Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Family Sharing,8845,0,0.0,True,True,False,18,20,CtrlMovie,Wales Interactive,"Late Shift is a high stakes FMV crime thriller. Forced into a brutal London heist, your choices matter in this interactive cinematic experience with adaptable storylines that lead to one of seven conclusions. Your decisions are you.",0.2752656567940312,1,"200,000 .. 500,000"
411000,Sorcery! Parts 1 and 2,12.99,False,False,False,"Feb 2, 2016",Adventure;Indie;RPG,Single-player;Family Sharing,707,0,0.0,True,True,False,1,0,inkle Ltd,inkle Ltd,"An epic adventure in a land of monsters, traps and magic. Journey across the deadly Shamutanti Hills and through Kharé, Cityport of Thieves. Armed with your sword and over fifty spells with weird and wonderful effects, embark on a narrative adventure of a thousand choices where every one is remembered.",0.2189265536723164,0,"100,000 .. 200,000"
262790,Our Darker Purpose,14.99,False,False,False,"Jan 29, 2014",Action;Indie;RPG,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Family Sharing,732,1,0.0,True,False,False,1,64,Avidly Wild Games,Avidly Wild Games,"Journey to the dark heart of the Edgewood Home for Lost Children in this fiendishly difficult action RPG!When her teacher stepped out of the classroom a month ago, Cordy never imagined he would be gone for good. Now her fellow students have turned on each other as the school descends into chaos.",0.3587994542974079,0,"50,000 .. 100,000"
973810,Journey To The Savage Planet,29.99,False,False,False,"Jan 28, 2021",Action;Adventure,Single-player;Multi-player;Co-op;Online Co-op;Full controller support;Family Sharing,6217,1,0.0,True,False,False,12,51,Typhoon,505 Games,"&quot;WELCOME TO THE PIONEER PROGRAM! As the newest recruit of Kindred Aerospace - The 4th best interstellar space exploration company - Your job is to determine if the planet ARY-26 planet is fit for humans. You may be short on equipment and experience, but you'll figure it out. Good luck!",0.2558700546799614,0,"200,000 .. 500,000"
1057800,Floppy Knights,7.99,False,False,False,"May 24, 2022",Indie;Strategy,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Custom Volume Controls;Adjustable Difficulty;Keyboard Only Option;Mouse Only Option;Playable without Timed Input;Touch Only Option;Steam Cloud;Remote Play on TV;Family Sharing,375,1,0.0,True,True,False,12,18,Rose City Games,Rose City Games,"Meet the Floppy Knights: tangible projections summoned from floppy disks! Tactics fuse with card game mechanics as Phoebe and Carlton, a brilliant young inventor &amp; her robot-arm bestie, square off in turn-based battles. Select your Knights, hone your deck, and execute your strategy for victory!",0.3909574468085106,1,"0 .. 20,000"
461510,Tears of Avia,14.99,False,False,False,"Oct 15, 2020",RPG;Strategy,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,91,0,0.0,True,False,False,6,21,CooCooSqueaky Games,PQube,"Tears of Avia is a turn-based strategy and tactics RPG set in the beautiful world of Estera. As a Seeker, journey through war-torn environments and build your party to save the world from its horrible fate.",0.9891304347826086,0,"100,000 .. 200,000"
911680,REZ PLZ,14.99,False,False,False,"Jul 15, 2020",Action;Adventure;Indie,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Remote Play Together;Family Sharing,53,0,0.0,True,False,False,8,26,Long Neck Games,Graffiti Games,"A puzzle platformer with a new twist on co-op and single player gameplay. Solve puzzles, platforming challenges, and encounter dangerous monsters and traps that require you to KILL and resurrect your brother to advance! Death is just part of the adventure.",0.4629629629629629,0,"0 .. 20,000"
253330,Neverending Nightmares,14.99,False,False,False,"Sep 26, 2014",Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Remote Play on TV;Family Sharing,2916,0,0.0,True,True,True,16,4,Infinitap Games,Infinitap Games,Experience true psychological horror as you explore nightmares inspired by the creator's struggles with depression and OCD. The defenseless protagonist must avoid monstrous manifestations of what haunts his subconscious in his quest to wake up into reality.,0.4796023311621529,0,"100,000 .. 200,000"
374320,DARK SOULS™ III,59.99,False,False,False,"Apr 11, 2016",Action,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Camera Comfort;Custom Volume Controls;Playable without Timed Input;Save Anytime;Stereo Sound;Surround Sound;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing,413775,3,17.0,True,False,False,12,43,"FromSoftware, Inc.","FromSoftware, Inc.","Dark Souls continues to push the boundaries with the latest, ambitious chapter in the critically-acclaimed and genre-defining series. Prepare yourself and Embrace The Darkness!",0.1133439348826418,1,"5,000,000 .. 10,000,000"
